user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score
10044155@N06,11345507154_6a5c22030b_o.jpg,140,"(38, 43)",m,672,938,249,249,-85,0,59
10406201@N05,10265998163_b2fd0b9a5f_o.jpg,264,"(38, 43)",m,1024,857,472,472,-10,-45,52
115152228@N06,12076225895_5fcbcf3910_o.jpg,453,"(25, 32)",m,0,731,1173,1275,-105,0,71
10044155@N06,11344036584_5ba4b6d6a0_o.jpg,133,"(38, 43)",f,1032,1322,287,287,-100,0,58
20254529@N04,11528355694_58a03573f6_o.jpg,26,"(25, 32)",m,93,215,412,412,-85,0,133
9017386@N06,8641992583_d38ffa333c_o.jpg,208,"(0, 2)",f,2301,964,433,433,0,0,16
62501130@N02,11305824443_1212e14545_o.jpg,98,"(48, 53)",f,1337,734,535,536,10,0,92
29671106@N00,11192889285_5e23fd3dd4_o.jpg,191,"(8, 12)",f,575,1689,338,338,185,0,109
30601258@N03,9347736083_92e9eedef9_o.jpg,2,"(25, 32)",m,465,833,1262,1262,-75,0,62
10044155@N06,9308937836_24257457f9_o.jpg,160,"(25, 32)",m,3044,533,220,275,10,0,69
63153065@N07,9430609466_78b636e9b3_o.jpg,230,"(25, 32)",m,2572,911,484,485,185,0,13
30601258@N03,11234009374_1e0ced7c90_o.jpg,2,"(25, 32)",m,1936,747,771,771,180,0,71
34158582@N02,9208797025_c742e1a5f9_o.jpg,403,"(4, 6)",m,1083,1133,262,261,-5,0,108
45666944@N00,11842787405_9645e5e488_o.jpg,408,"(38, 43)",m,916,388,867,867,-5,0,37
10044155@N06,11345646293_9f2d7cae38_o.jpg,165,"(25, 32)",f,619,494,421,420,5,0,52
31040257@N06,11854423426_aa83a2c9eb_o.jpg,357,"(25, 32)",m,1050,455,319,319,-95,0,154
30601258@N03,11562527495_b977909dac_o.jpg,11,"(25, 32)",m,664,1053,485,484,165,0,70
29671106@N00,9336989559_32e0fcea47_o.jpg,188,"(38, 43)",m,808,999,255,255,-95,0,48
10406201@N05,11160761536_cde4e7707d_o.jpg,263,"(38, 43)",f,242,84,765,765,-15,0,52
30601258@N03,10399385824_6ddf356f64_o.jpg,2,"(25, 32)",m,29,15,977,945,-100,0,92
20254529@N04,9405990274_dae2f7cbd2_o.jpg,14,"(4, 6)",f,510,397,636,563,-110,0,106
20254529@N04,9403262673_4784d19f3b_o.jpg,14,"(4, 6)",f,900,516,549,550,-10,0,57
20254529@N04,9405700358_cc38bb5cbf_o.jpg,27,"(15, 20)",f,120,9,192,192,-5,15,72
20254529@N04,9404683642_7c7d1a760f_o.jpg,14,"(4, 6)",f,419,335,684,625,10,0,75
9017386@N06,10770684434_d85338d851_o.jpg,222,"(8, 12)",m,1547,1190,242,242,-10,-30,74
29671106@N00,9058762993_16f186829f_o.jpg,188,"(38, 43)",m,1375,452,663,663,10,0,77
29671106@N00,9128283926_58671ec0c3_o.jpg,191,"(8, 12)",f,1426,371,280,280,-85,0,93
10406201@N05,10266999016_0d32661b22_o.jpg,274,"(60, 100)",m,2395,500,510,510,5,0,58
30601258@N03,11233977476_5944160701_o.jpg,5,"(25, 32)",f,1000,1230,498,497,-80,0,79
34158582@N02,10090107256_a7e07a491e_o.jpg,401,"(0, 2)",f,812,420,765,765,-5,-15,52
37303189@N08,10295157835_b4e6bd95c4_o.jpg,84,"(0, 2)",m,986,927,1001,1001,-95,0,35
30601258@N03,9347751543_0168b92ffb_o.jpg,8,"(25, 32)",m,160,737,1167,1167,195,0,112
30601258@N03,11431601965_2af9197d38_o.jpg,5,"(25, 32)",f,919,635,1020,1020,180,0,106
20272804@N04,9837652314_d0270064e7_o.jpg,339,"(38, 43)",f,1038,1869,291,290,0,0,132
29671106@N00,8137378967_36a593d7b3_o.jpg,201,"(38, 43)",f,986,496,216,216,15,0,79
62501130@N02,11399439106_f3ea6a017c_o.jpg,97,"(0, 2)",f,0,344,634,793,-5,0,46
29671106@N00,9333923657_bb114d73db_o.jpg,188,"(38, 43)",m,1042,173,803,803,5,0,74
9017386@N06,8578335271_e8afb6b51e_o.jpg,210,"(0, 2)",m,626,487,478,478,-15,0,129
63153065@N07,11922057534_745df832bb_o.jpg,233,"(25, 32)",f,521,933,612,612,-75,15,50
30601258@N03,10438192163_99313949af_o.jpg,5,"(25, 32)",f,352,198,480,480,-20,15,21
20272804@N04,9838030774_f45382c68f_o.jpg,339,"(38, 43)",f,724,309,272,272,0,0,140
39411334@N02,11042837946_88a063ca63_o.jpg,413,"(25, 32)",f,0,235,1510,1581,-5,0,25
113705978@N06,11837442625_1fe54114fa_o.jpg,377,"(15, 20)",f,2156,466,790,791,-10,0,162
30601258@N03,11324700354_0b2546ff42_o.jpg,4,"(38, 43)",f,1490,1012,835,835,5,0,86
20272804@N04,9838047383_c43821d129_o.jpg,337,"(48, 53)",m,919,1182,485,485,-25,0,129
113804525@N05,11847918516_807847e2f9_o.jpg,321,3,m,1431,1088,299,300,0,0,123
9017386@N06,10770880025_bc9af5c520_o.jpg,215,"(25, 32)",f,2353,584,300,300,5,0,21
34158582@N02,8719384635_2255334cfb_o.jpg,403,"(4, 6)",m,935,854,1122,1122,-110,0,42
30601258@N03,9096734982_fe46322f92_o.jpg,2,"(25, 32)",m,777,788,682,683,-85,0,54
37303189@N08,11310108816_289f10b80b_o.jpg,84,"(0, 2)",m,726,948,568,567,-90,0,34
30601258@N03,10997052825_4c7f7eb6fa_o.jpg,2,"(25, 32)",m,0,0,829,846,-80,0,141
63153065@N07,9490818354_9589fb0e1d_o.jpg,239,"(25, 32)",f,984,1254,759,758,190,0,75
68825596@N05,11593777714_135f090c06_o.jpg,290,"(15, 20)",f,313,908,651,650,-110,30,90
63153065@N07,11921856273_f34349308c_o.jpg,235,"(25, 32)",f,1600,1625,440,440,165,0,61
45666944@N00,11842748765_b13d37496c_o.jpg,410,"(4, 6)",m,355,522,524,438,0,0,33
30601258@N03,9162084938_2561a929f2_o.jpg,2,"(25, 32)",m,138,115,700,701,-95,0,106
20254529@N04,9403220601_81da7cf85a_o.jpg,14,"(4, 6)",f,964,930,433,434,-85,15,82
10241064@N08,8314731393_d87096aea6_o.jpg,396,"(38, 43)",m,361,830,778,778,5,0,135
20254529@N04,9402955099_e880cbb88f_o.jpg,13,"(25, 32)",f,158,207,525,524,20,0,41
29671106@N00,9128283926_58671ec0c3_o.jpg,187,"(8, 12)",f,1437,725,268,267,-90,0,116
68825596@N05,11593595975_fa331724ec_o.jpg,289,"(4, 6)",m,366,359,664,601,-105,30,24
37303189@N08,11423383525_69c0a61663_o.jpg,89,"(25, 32)",m,242,1106,331,331,-85,0,52
62501130@N02,11305710565_dddd62dbc1_o.jpg,98,"(48, 53)",f,328,723,389,389,5,0,107
62501130@N02,11286005663_ec9526e504_o.jpg,107,"(60, 100)",m,1530,1318,433,433,-85,-15,32
30601258@N03,11314750106_1c5c161eb5_o.jpg,2,"(25, 32)",m,865,1029,797,797,-95,0,80
10354155@N05,11561237313_a6724f7c89_o.jpg,430,"(48, 53)",f,1783,2239,249,209,-85,30,85
113528649@N08,11760472014_925fa2afcd_o.jpg,333,"(8, 12)",f,1695,820,810,810,180,0,73
30601258@N03,11234014874_c07b57491d_o.jpg,5,"(25, 32)",f,1458,876,816,816,175,0,108
113804525@N05,11846455104_455a9c2c76_o.jpg,321,3,m,929,634,376,376,-95,0,35
16166376@N00,11117761046_d74a58167b_o.jpg,355,"(25, 32)",f,1577,808,867,867,-10,30,115
30601258@N03,11562527964_543e85c9b3_o.jpg,2,"(25, 32)",m,1373,1112,765,765,200,0,64
30601258@N03,9921382773_99dd53ae10_o.jpg,5,"(25, 32)",f,272,1365,842,842,-80,-30,71
30601258@N03,11233977894_1966999567_o.jpg,5,"(25, 32)",f,1059,1067,274,274,-90,0,50
7411850@N04,11101265734_96941f40bd_o.jpg,467,"(25, 32)",f,680,0,612,508,-5,0,67
9017386@N06,8505746342_c12ee3e635_o.jpg,207,"(4, 6)",m,755,482,765,765,0,0,127
113804525@N05,11846294843_4645dcbecc_o.jpg,319,35,m,1018,1048,497,497,-85,0,103
68825596@N05,11593197375_1e4718749f_o.jpg,290,"(15, 20)",f,139,389,713,571,-110,0,105
10354155@N05,11938277386_08d9f328ce_o.jpg,424,"(25, 32)",f,1941,728,567,567,5,30,57
29671106@N00,8084105153_f4dec2022a_o.jpg,189,"(38, 43)",f,285,294,675,685,10,30,14
30601258@N03,10453792564_7e846f7882_o.jpg,2,"(25, 32)",m,197,0,628,588,-95,30,98
37303189@N08,10601083796_f8432ae909_o.jpg,84,"(0, 2)",m,900,949,293,294,-80,0,36
29671106@N00,11192924936_21bc16711d_o.jpg,194,"(4, 6)",f,1579,1348,300,299,185,0,100
20254529@N04,9403125047_17022184c8_o.jpg,13,"(25, 32)",f,1298,1455,255,255,-95,0,81
30601258@N03,9988131935_76a46de6d0_o.jpg,3,"(25, 32)",m,298,549,1032,1033,-95,0,87
16166376@N00,8773642777_4f9196b9b8_o.jpg,354,"(25, 32)",m,867,974,292,292,-15,0,118
29671106@N00,11018240754_1069618c84_o.jpg,188,"(38, 43)",m,785,90,746,746,-5,0,81
37303189@N08,8862892973_742a10232a_o.jpg,84,"(0, 2)",m,4,1102,944,944,-105,0,109
10241064@N08,8314731393_d87096aea6_o.jpg,392,"(38, 43)",f,0,1077,411,535,-20,0,82
63153065@N07,11051581296_ee7f7c3191_o.jpg,247,"(25, 32)",m,1494,183,268,268,-10,0,128
30601258@N03,11727338963_25827f6dd1_o.jpg,2,"(25, 32)",m,489,938,822,823,185,0,117
30601258@N03,10453796526_3b1213bc1b_o.jpg,2,"(25, 32)",m,368,166,716,716,200,0,55
37303189@N08,9657276145_f8240719ce_o.jpg,84,"(0, 2)",m,185,300,412,412,-95,0,103
30601258@N03,9505435482_e0f9cc0571_o.jpg,7,"(25, 32)",f,1694,1023,879,879,180,0,89
30601258@N03,8720688245_6775c3371a_o.jpg,2,"(25, 32)",m,560,304,540,540,-15,45,15
10406201@N05,10268257873_a62ae6c3d7_o.jpg,271,"(25, 32)",f,804,868,294,293,0,0,83
20254529@N04,9981712426_5e72387355_o.jpg,51,"(38, 43)",m,1108,790,116,116,185,30,69
31040257@N06,9730089538_c7245c51fb_o.jpg,360,"(60, 100)",f,0,1241,513,669,0,45,37
16166376@N00,8773270975_23577cd361_o.jpg,355,"(25, 32)",f,395,793,320,320,10,30,73
113804525@N05,11847136455_06c86f4bf5_o.jpg,323,"(25, 32)",m,353,682,1001,1001,-85,0,100
10113099@N03,12038716135_55a207a7ee_o.jpg,448,"(8, 12)",f,1386,1901,408,408,0,0,30
30601258@N03,9350356142_3965bd50a9_o.jpg,2,"(25, 32)",m,1171,581,931,931,-90,0,64
30601258@N03,9671705985_3260c07f79_o.jpg,4,"(38, 43)",f,1856,1225,510,510,5,0,99
30601258@N03,11097049006_cab1378fb3_o.jpg,2,"(25, 32)",m,18,77,804,804,-85,0,65
30601258@N03,10795434905_eafdf817ee_o.jpg,3,"(25, 32)",m,1810,492,695,695,-10,0,69
10406201@N05,9235798050_500c481294_o.jpg,266,"(38, 43)",m,71,99,716,716,20,-30,57
29671106@N00,9339909512_fb12931a36_o.jpg,193,"(4, 6)",m,1356,694,357,357,-85,45,89
63153065@N07,9159755416_3e8c5cab3d_o.jpg,237,"(60, 100)",m,1700,1509,363,363,170,0,22
10044155@N06,10744886826_ac1ae374cf_o.jpg,150,"(38, 43)",m,563,470,364,364,0,0,45
16166376@N00,8773637661_573e295ba8_o.jpg,354,"(25, 32)",m,913,949,308,308,-10,0,119
68825596@N05,11594013823_ac6edb56c0_o.jpg,290,"(15, 20)",f,506,474,1110,1110,-80,0,97
29671106@N00,8084102228_616f5f8934_o.jpg,202,"(48, 53)",f,1537,664,778,778,15,0,96
7648211@N03,10198792393_9d76de4d13_o.jpg,458,"(25, 32)",m,967,78,816,816,-10,0,72
31040257@N06,11855915816_f38e780450_o.jpg,357,"(25, 32)",m,1064,517,306,306,-100,0,140
62501130@N02,11309949515_963c8ebe6c_o.jpg,110,"(48, 53)",m,231,1208,318,318,0,-15,103
33592376@N08,8987280140_3bebb141be_o.jpg,469,"(60, 100)",m,1391,643,1084,1084,5,15,51
30601258@N03,10438007716_1fc791bce6_o.jpg,1,"(25, 32)",f,353,253,829,829,-70,15,91
68825596@N05,11593456473_931d1f249d_o.jpg,290,"(15, 20)",f,0,242,798,718,-95,0,62
29671106@N00,9339764570_4190d2d7f5_o.jpg,189,"(38, 43)",f,318,385,240,240,10,0,58
16166376@N00,8780043062_c6657ac39e_o.jpg,355,"(25, 32)",f,1187,667,152,152,0,0,72
62501130@N02,11285992563_639e9d198d_o.jpg,100,"(25, 32)",f,1061,1284,408,408,20,0,64
113705978@N06,11837365295_10923f82d0_o.jpg,376,"(25, 32)",f,209,349,376,376,10,0,81
30601258@N03,10166452565_6f72215484_o.jpg,5,"(25, 32)",f,1783,669,593,593,5,0,94
68825596@N05,11594019854_69ebf11818_o.jpg,291,"(15, 20)",m,209,441,436,436,-85,0,58
7648211@N03,11561360103_71c127bfe9_o.jpg,459,"(25, 32)",f,419,1098,491,490,-90,0,160
20254529@N04,9405736894_9434aed8c7_o.jpg,14,"(4, 6)",f,1146,808,574,573,5,0,53
20254529@N04,9403242891_6f936d313a_o.jpg,13,"(25, 32)",f,1611,1141,331,331,165,0,11
34158582@N02,8719386115_c948320dfe_o.jpg,403,"(4, 6)",m,1262,1549,261,261,185,0,45
63153065@N07,11051581296_ee7f7c3191_o.jpg,249,"(25, 32)",f,2076,653,274,274,-25,0,61
30601258@N03,10152947353_f7fa45a6b5_o.jpg,5,"(25, 32)",f,792,1380,567,567,-105,0,162
30601258@N03,9509754012_cfa8420a6c_o.jpg,2,"(25, 32)",m,0,0,1222,960,-115,30,101
16166376@N00,11117825644_35748666f5_o.jpg,355,"(25, 32)",f,1443,1592,300,299,165,30,135
63153065@N07,9503725455_c536cdd521_o.jpg,259,"(48, 53)",f,0,1326,517,643,190,-30,44
30601258@N03,11861480225_770e434a7b_o.jpg,1,"(25, 32)",f,1950,796,823,823,0,30,163
113528649@N08,11760580914_69dabdb5f5_o.jpg,333,"(8, 12)",f,809,967,612,612,-85,0,126
62501130@N02,11298579003_c6b1074c0c_o.jpg,97,"(0, 2)",f,844,1220,670,670,-5,0,71
30601258@N03,10161472134_4141902cc4_o.jpg,1,"(25, 32)",f,1064,1649,497,497,175,15,62
45666944@N00,11843176994_e17a431ea3_o.jpg,407,"(4, 6)",m,1837,959,516,516,10,0,123
20254529@N04,11509388664_27f6f552ef_o.jpg,14,"(4, 6)",f,407,47,488,488,-70,0,71
37303189@N08,8278611574_63fc051941_o.jpg,84,"(0, 2)",m,368,301,820,820,10,-45,14
62501130@N02,11399317516_d463150f18_o.jpg,97,"(0, 2)",f,678,1515,275,274,-5,0,72
30601258@N03,10424595844_1009c687e4_o.jpg,4,"(38, 43)",f,1912,905,1224,1224,155,0,64
63153065@N07,11233907953_d976698cbb_o.jpg,233,"(25, 32)",f,910,1094,1185,1186,175,30,92
30601258@N03,10399716146_f643bf78fa_o.jpg,2,"(25, 32)",m,238,0,620,498,-75,0,9
29671106@N00,11192916406_3288dd6c8f_o.jpg,194,"(4, 6)",f,1652,1335,300,300,180,0,69
9017386@N06,10771056403_0488c32ecd_o.jpg,207,"(4, 6)",m,1880,867,421,420,0,45,29
37303189@N08,9660818530_193770f694_o.jpg,84,"(0, 2)",m,46,988,790,790,-105,0,126
10406201@N05,8579887621_b504b15e60_o.jpg,266,"(38, 43)",m,0,103,651,689,10,-15,51
31040257@N06,11853423295_132849921e_o.jpg,359,"(25, 32)",f,957,1020,472,471,-95,0,82
9017386@N06,10770684434_d85338d851_o.jpg,216,"(48, 53)",m,801,525,300,300,-5,0,79
63153065@N07,11051666663_2d0dd6b0ca_o.jpg,246,"(25, 32)",m,1767,945,306,306,-10,0,106
37303189@N08,11924001255_29405aff12_o.jpg,84,"(0, 2)",m,7,0,1575,1565,-15,0,26
39411334@N02,11043019123_7bc8e4882c_o.jpg,413,"(25, 32)",f,734,221,733,733,-15,-30,161
62501130@N02,11305704915_c5319b90c9_o.jpg,97,"(0, 2)",f,1641,674,338,338,-5,0,49
30601258@N03,10975415704_b5b1dcea68_o.jpg,2,"(25, 32)",m,191,196,664,664,-100,0,69
30601258@N03,11862420696_7371999e55_o.jpg,2,"(25, 32)",m,0,153,657,689,15,0,52
10241064@N08,8314731033_f30146664a_o.jpg,392,"(38, 43)",f,2631,827,542,542,10,15,87
62501130@N02,11305705375_1b3263c3b3_o.jpg,98,"(48, 53)",f,1832,924,306,306,20,0,64
45666944@N00,11843074433_e68089e56d_o.jpg,406,"(38, 43)",f,398,401,1530,1530,0,-45,46
7648211@N03,9538411310_2aa75cd049_o.jpg,457,"(48, 53)",f,290,274,650,650,5,0,144
113804525@N05,11846341943_a2591f20b9_o.jpg,321,3,m,1998,1134,389,389,-15,0,21
63153065@N07,9159755416_3e8c5cab3d_o.jpg,238,"(60, 100)",f,691,1428,274,274,195,30,70
20254529@N04,9404682598_6e36c4ae08_o.jpg,18,"(25, 32)",m,571,0,608,456,0,0,63
29671106@N00,9199703119_e4a453e72e_o.jpg,204,"(38, 43)",f,1694,1595,478,478,180,0,113
10113099@N03,12039041473_29c24c0ab3_o.jpg,449,"(38, 43)",m,315,71,645,685,-5,0,42
30601258@N03,11727252755_2e344ec999_o.jpg,2,"(25, 32)",m,519,647,1524,1523,-75,-30,68
62501130@N02,11286012743_733f1c1aba_o.jpg,97,"(0, 2)",f,1311,1129,542,542,15,0,114
113804525@N05,11847409243_d87944a9d0_o.jpg,323,"(25, 32)",m,441,817,810,810,-80,45,25
39411334@N02,11042828595_456dd18983_o.jpg,413,"(25, 32)",f,1077,1157,555,554,-5,-30,58
29671106@N00,11192935686_ced2c71871_o.jpg,193,"(4, 6)",m,2679,1158,286,287,170,45,32
31040257@N06,9729643460_33cb9c1595_o.jpg,357,"(25, 32)",m,0,0,763,876,10,0,7
115152228@N06,12076094985_1f32d67996_o.jpg,453,"(25, 32)",m,482,502,918,918,-95,0,19
20254529@N04,9981723524_af35397e97_o.jpg,14,"(4, 6)",f,572,1016,384,385,-10,0,92
29671106@N00,11192889285_5e23fd3dd4_o.jpg,187,"(8, 12)",f,1383,1711,300,300,170,0,152
34158582@N02,9629067343_580ceea3d9_o.jpg,402,"(38, 43)",f,490,406,607,554,180,0,86
62501130@N02,11399423625_69928fc3a7_o.jpg,97,"(0, 2)",f,322,58,576,577,0,0,94
30601258@N03,11097060086_97c5a74b7d_o.jpg,2,"(25, 32)",m,129,176,660,661,-95,0,112
39411334@N02,11043288563_4863205a7c_o.jpg,413,"(25, 32)",f,0,506,606,636,5,0,54
39411334@N02,11043451425_37d539658c_o.jpg,413,"(25, 32)",f,57,47,712,712,-115,30,5
62501130@N02,11298554463_ab4544662e_o.jpg,97,"(0, 2)",f,1077,589,1479,1479,15,0,113
10406201@N05,8292990463_54e584705c_o.jpg,266,"(38, 43)",m,1290,1233,836,835,5,0,131
113804525@N05,11847520264_751dc364cb_o.jpg,320,"(25, 32)",f,2432,961,274,274,0,0,109
20272804@N04,9837828374_1d7c1298e8_o.jpg,341,"(48, 53)",m,468,657,1016,1016,0,-15,19
29671106@N00,11192889285_5e23fd3dd4_o.jpg,194,"(4, 6)",f,1604,1402,281,281,195,0,120
37303189@N08,8772386983_e8ca4bdb0b_o.jpg,84,"(0, 2)",m,895,731,746,746,-85,0,42
10044155@N06,10742842176_c74e541f5b_o.jpg,150,"(38, 43)",m,734,618,459,459,0,0,50
63153065@N07,11922057534_745df832bb_o.jpg,235,"(25, 32)",f,551,1217,491,491,-105,0,57
113705978@N06,11837734323_b3a7fc9be5_o.jpg,375,"(25, 32)",m,119,863,427,427,0,0,9
37303189@N08,8520279996_6427188b50_o.jpg,84,"(0, 2)",m,427,913,726,726,-95,0,78
9017386@N06,10770324545_ff266072f4_o.jpg,205,"(4, 6)",m,0,508,600,650,0,0,55
30601258@N03,11727849366_1283a01132_o.jpg,3,"(25, 32)",m,2091,1112,841,841,175,0,49
30601258@N03,10795352956_5d07570fce_o.jpg,5,"(25, 32)",f,216,368,1409,1409,-95,0,110
113705978@N06,11837850264_f7707d7ed0_o.jpg,379,13,m,1027,588,842,841,-5,0,51
30601258@N03,9710096523_d4d40b88a7_o.jpg,5,"(25, 32)",f,313,260,652,652,-100,-30,96
63153065@N07,11233805055_e68ebff25d_o.jpg,234,"(60, 100)",m,800,551,535,535,-90,0,38
113528649@N08,11777191783_bef7a6438a_o.jpg,335,"(4, 6)",m,341,58,939,902,-115,15,23
20272804@N04,9832392893_5ec0de6d32_o.jpg,339,"(38, 43)",f,1173,1354,1173,1173,10,0,86
30601258@N03,10941877764_e2cd5c8f74_o.jpg,7,"(25, 32)",f,871,255,1135,1134,-90,0,30
34158582@N02,8719383233_0fe59fc3de_o.jpg,403,"(4, 6)",m,642,326,561,561,-20,15,43
113528649@N08,11777308434_e08b6f01a2_o.jpg,335,"(4, 6)",m,712,921,943,943,200,0,60
30601258@N03,11624618793_d3da5f88f3_o.jpg,2,"(25, 32)",m,15,224,769,736,-80,0,21
30601258@N03,9734371230_a8b4d7f6ef_o.jpg,2,"(25, 32)",m,715,401,1536,1537,10,0,58
10406201@N05,10268400186_462eaa6dd8_o.jpg,264,"(38, 43)",m,75,219,729,728,5,0,28
30601258@N03,9731068591_f8e582793c_o.jpg,2,"(25, 32)",m,136,120,757,757,-90,0,73
30601258@N03,11861466665_82ea096241_o.jpg,9,"(25, 32)",m,610,310,746,746,10,-15,69
62501130@N02,11309949515_963c8ebe6c_o.jpg,122,"(38, 43)",f,1633,1260,242,242,-5,-15,115
113705978@N06,11811453644_08c9bb9100_o.jpg,385,"(38, 43)",m,1377,111,1364,1364,-10,0,73
20272804@N04,9838211315_ebb3f8f101_o.jpg,339,"(38, 43)",f,436,351,260,260,10,0,166
113804525@N05,11847028453_a53d0e3681_o.jpg,327,"(25, 32)",m,564,524,618,618,0,0,42
30601258@N03,11045881764_a8dbb902e0_o.jpg,4,"(38, 43)",f,1485,779,548,548,10,0,74
20254529@N04,9403174137_e20da81c41_o.jpg,18,"(25, 32)",m,328,602,502,502,5,0,54
20254529@N04,9405975792_eed1f0b744_o.jpg,28,"(25, 32)",m,1582,1314,580,580,190,0,95
20254529@N04,9402955099_e880cbb88f_o.jpg,18,"(25, 32)",m,329,125,588,668,-15,30,84
29671106@N00,11192889285_5e23fd3dd4_o.jpg,197,"(8, 12)",m,768,1859,299,300,170,30,129
62501130@N02,11298623523_c8572b1941_o.jpg,97,"(0, 2)",f,1313,693,816,816,5,30,61
29671106@N00,11192913354_9b4deea81d_o.jpg,192,"(8, 12)",f,1794,1522,332,331,175,0,57
30601258@N03,10204495076_6635702017_o.jpg,2,"(25, 32)",m,159,38,928,922,-90,0,82
62501130@N02,11310147874_486a6bbf46_o.jpg,97,"(0, 2)",f,1745,895,459,459,0,0,68
113804525@N05,11846471864_f13866bfda_o.jpg,320,"(25, 32)",f,1031,1137,261,262,-5,0,91
30601258@N03,11861802473_d239d9609e_o.jpg,2,"(25, 32)",m,48,258,657,656,15,0,66
63153065@N07,11921821723_41052b73b3_o.jpg,230,"(25, 32)",m,168,1122,867,867,-80,0,81
30601258@N03,10795421174_ce1b5f9e72_o.jpg,2,"(25, 32)",m,197,156,768,768,-110,30,88
29671106@N00,9058731221_4dd5b43eff_o.jpg,189,"(38, 43)",f,487,643,1033,1033,-95,0,94
16166376@N00,8780198724_e465fb258c_o.jpg,356,"(4, 6)",f,472,884,160,160,-5,0,134
45666944@N00,11842163345_7c1b2b16bf_o.jpg,409,"(4, 6)",f,894,347,918,918,20,-15,50
30601258@N03,11861923344_55b1f54ff0_o.jpg,2,"(25, 32)",m,328,207,632,640,-5,0,90
10406201@N05,11160805544_1b628d5926_o.jpg,266,"(38, 43)",m,2075,933,586,587,-10,15,173
20272804@N04,9827102113_843dc79e29_o.jpg,337,"(48, 53)",m,962,426,436,437,-5,0,43
20254529@N04,11528262635_fa876b08ca_o.jpg,18,"(25, 32)",m,412,0,768,608,-90,0,130
30601258@N03,9094517905_e75d2127f3_o.jpg,5,"(25, 32)",f,1198,404,944,944,-5,0,95
20254529@N04,9404699772_0b824280f4_o.jpg,16,"(60, 100)",f,870,1027,242,243,-100,15,78
62501130@N02,11286014633_15d47786db_o.jpg,97,"(0, 2)",f,1303,1247,657,657,5,0,32
113528649@N08,11760372343_ea03ae371f_o.jpg,335,"(4, 6)",m,1498,664,491,491,180,0,69
37303189@N08,8520265288_a82d87fa53_o.jpg,84,"(0, 2)",m,506,766,937,937,-100,0,48
30601258@N03,11727437553_c76dbc5128_o.jpg,2,"(25, 32)",m,1926,1278,957,956,-100,0,74
10044155@N06,11345590826_553eae07dc_o.jpg,157,"(38, 43)",m,1022,129,164,164,5,0,9
20254529@N04,9403737319_30f3ab6d3b_o.jpg,14,"(4, 6)",f,153,0,924,899,-80,0,75
113804525@N05,11846014335_43a7cbba4b_o.jpg,320,"(25, 32)",f,1260,1593,491,491,-90,0,41
113528649@N08,11760872416_1f203505a2_o.jpg,333,"(8, 12)",f,1494,1522,466,465,170,0,123
37303189@N08,8583801511_6aaa085c90_o.jpg,84,"(0, 2)",m,229,889,1269,1268,-85,0,33
63153065@N07,11922036084_4a787a6509_o.jpg,235,"(25, 32)",f,1622,1531,465,465,170,0,47
37303189@N08,9660805770_706af05e78_o.jpg,84,"(0, 2)",m,932,647,580,580,-105,0,23
68825596@N05,11594412606_70416e1379_o.jpg,308,"(15, 20)",f,214,57,296,296,-95,15,74
62501130@N02,11399454603_e86eb83e9f_o.jpg,100,"(25, 32)",f,994,1278,497,497,-10,0,41
63153065@N07,11922050014_600761222d_o.jpg,235,"(25, 32)",f,344,4,1938,1938,-100,0,31
10044155@N06,11345554614_b4907f8f02_o.jpg,145,"(38, 43)",m,1949,490,497,498,5,0,121
10044155@N06,11331364744_bf16856562_o.jpg,139,"(38, 43)",m,1394,682,332,331,15,0,25
7380406@N04,10370613133_80a4d50b84_o.jpg,444,"(25, 32)",f,2368,368,896,899,-5,0,59
68825596@N05,11594258224_7bac26cd22_o.jpg,290,"(15, 20)",f,0,122,897,838,-115,30,76
9017386@N06,8667608182_543ee07fa0_o.jpg,210,"(0, 2)",m,834,415,372,372,0,15,106
30601258@N03,11231972195_ccd84c4a2b_o.jpg,5,"(25, 32)",f,836,884,427,427,-95,0,71
10044155@N06,11345586926_27c45583a9_o.jpg,137,"(48, 53)",m,977,786,436,437,190,0,56
16166376@N00,11117757454_b215715fce_o.jpg,355,"(25, 32)",f,957,1117,606,605,-95,0,142
113528649@N08,11777697926_67eeb44dfd_o.jpg,335,"(4, 6)",m,1683,618,510,510,-5,30,155
113984426@N05,11868180186_ea91d2fda5_o.jpg,470,"(15, 20)",f,1238,651,797,797,-80,0,27
9017386@N06,10770826545_28eecb473f_o.jpg,214,"(38, 43)",f,1267,680,312,312,10,0,73
113804525@N05,11845966495_288f085829_o.jpg,330,"(25, 32)",f,1694,870,242,242,-5,0,92
62501130@N02,11399434346_915bd758a4_o.jpg,98,"(48, 53)",f,1729,683,580,580,15,0,66
30601258@N03,10287414266_d6aa845721_o.jpg,2,"(25, 32)",m,115,305,640,640,-90,15,127
37303189@N08,9657251529_6b9b24b144_o.jpg,84,"(0, 2)",m,189,857,810,810,-105,30,99
7380406@N04,9497097935_fe76252e5f_o.jpg,434,"(8, 12)",m,436,1010,281,280,-5,0,85
62501130@N02,11305826843_a507fc9d96_o.jpg,97,"(0, 2)",f,1212,865,504,504,15,0,68
31040257@N06,11854417986_d87c8beda7_o.jpg,357,"(25, 32)",m,1045,454,319,318,-90,0,140
