user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score
29671106@N00,11192924936_21bc16711d_o.jpg,194,"(4, 6)",f,1579,1348,300,299,185,0,100
20254529@N04,9403125047_17022184c8_o.jpg,13,"(25, 32)",f,1298,1455,255,255,-95,0,81
30601258@N03,9988131935_76a46de6d0_o.jpg,3,"(25, 32)",m,298,549,1032,1033,-95,0,87
16166376@N00,8773642777_4f9196b9b8_o.jpg,354,"(25, 32)",m,867,974,292,292,-15,0,118
29671106@N00,11018240754_1069618c84_o.jpg,188,"(38, 43)",m,785,90,746,746,-5,0,81
37303189@N08,8862892973_742a10232a_o.jpg,84,"(0, 2)",m,4,1102,944,944,-105,0,109
10241064@N08,8314731393_d87096aea6_o.jpg,392,"(38, 43)",f,0,1077,411,535,-20,0,82
63153065@N07,11051581296_ee7f7c3191_o.jpg,247,"(25, 32)",m,1494,183,268,268,-10,0,128
30601258@N03,11727338963_25827f6dd1_o.jpg,2,"(25, 32)",m,489,938,822,823,185,0,117
30601258@N03,10453796526_3b1213bc1b_o.jpg,2,"(25, 32)",m,368,166,716,716,200,0,55
37303189@N08,9657276145_f8240719ce_o.jpg,84,"(0, 2)",m,185,300,412,412,-95,0,103
30601258@N03,9505435482_e0f9cc0571_o.jpg,7,"(25, 32)",f,1694,1023,879,879,180,0,89
30601258@N03,8720688245_6775c3371a_o.jpg,2,"(25, 32)",m,560,304,540,540,-15,45,15
10406201@N05,10268257873_a62ae6c3d7_o.jpg,271,"(25, 32)",f,804,868,294,293,0,0,83
20254529@N04,9981712426_5e72387355_o.jpg,51,"(38, 43)",m,1108,790,116,116,185,30,69
31040257@N06,9730089538_c7245c51fb_o.jpg,360,"(60, 100)",f,0,1241,513,669,0,45,37
16166376@N00,8773270975_23577cd361_o.jpg,355,"(25, 32)",f,395,793,320,320,10,30,73
113804525@N05,11847136455_06c86f4bf5_o.jpg,323,"(25, 32)",m,353,682,1001,1001,-85,0,100
10113099@N03,12038716135_55a207a7ee_o.jpg,448,"(8, 12)",f,1386,1901,408,408,0,0,30
30601258@N03,9350356142_3965bd50a9_o.jpg,2,"(25, 32)",m,1171,581,931,931,-90,0,64
30601258@N03,9671705985_3260c07f79_o.jpg,4,"(38, 43)",f,1856,1225,510,510,5,0,99
30601258@N03,11097049006_cab1378fb3_o.jpg,2,"(25, 32)",m,18,77,804,804,-85,0,65
30601258@N03,10795434905_eafdf817ee_o.jpg,3,"(25, 32)",m,1810,492,695,695,-10,0,69
10406201@N05,9235798050_500c481294_o.jpg,266,"(38, 43)",m,71,99,716,716,20,-30,57
29671106@N00,9339909512_fb12931a36_o.jpg,193,"(4, 6)",m,1356,694,357,357,-85,45,89
63153065@N07,9159755416_3e8c5cab3d_o.jpg,237,"(60, 100)",m,1700,1509,363,363,170,0,22
10044155@N06,10744886826_ac1ae374cf_o.jpg,150,"(38, 43)",m,563,470,364,364,0,0,45
16166376@N00,8773637661_573e295ba8_o.jpg,354,"(25, 32)",m,913,949,308,308,-10,0,119
68825596@N05,11594013823_ac6edb56c0_o.jpg,290,"(15, 20)",f,506,474,1110,1110,-80,0,97
29671106@N00,8084102228_616f5f8934_o.jpg,202,"(48, 53)",f,1537,664,778,778,15,0,96
7648211@N03,10198792393_9d76de4d13_o.jpg,458,"(25, 32)",m,967,78,816,816,-10,0,72
31040257@N06,11855915816_f38e780450_o.jpg,357,"(25, 32)",m,1064,517,306,306,-100,0,140
62501130@N02,11309949515_963c8ebe6c_o.jpg,110,"(48, 53)",m,231,1208,318,318,0,-15,103
33592376@N08,8987280140_3bebb141be_o.jpg,469,"(60, 100)",m,1391,643,1084,1084,5,15,51
30601258@N03,10438007716_1fc791bce6_o.jpg,1,"(25, 32)",f,353,253,829,829,-70,15,91
68825596@N05,11593456473_931d1f249d_o.jpg,290,"(15, 20)",f,0,242,798,718,-95,0,62
29671106@N00,9339764570_4190d2d7f5_o.jpg,189,"(38, 43)",f,318,385,240,240,10,0,58
16166376@N00,8780043062_c6657ac39e_o.jpg,355,"(25, 32)",f,1187,667,152,152,0,0,72
62501130@N02,11285992563_639e9d198d_o.jpg,100,"(25, 32)",f,1061,1284,408,408,20,0,64
113705978@N06,11837365295_10923f82d0_o.jpg,376,"(25, 32)",f,209,349,376,376,10,0,81
30601258@N03,10166452565_6f72215484_o.jpg,5,"(25, 32)",f,1783,669,593,593,5,0,94
68825596@N05,11594019854_69ebf11818_o.jpg,291,"(15, 20)",m,209,441,436,436,-85,0,58
7648211@N03,11561360103_71c127bfe9_o.jpg,459,"(25, 32)",f,419,1098,491,490,-90,0,160
20254529@N04,9405736894_9434aed8c7_o.jpg,14,"(4, 6)",f,1146,808,574,573,5,0,53
20254529@N04,9403242891_6f936d313a_o.jpg,13,"(25, 32)",f,1611,1141,331,331,165,0,11
34158582@N02,8719386115_c948320dfe_o.jpg,403,"(4, 6)",m,1262,1549,261,261,185,0,45
63153065@N07,11051581296_ee7f7c3191_o.jpg,249,"(25, 32)",f,2076,653,274,274,-25,0,61
30601258@N03,10152947353_f7fa45a6b5_o.jpg,5,"(25, 32)",f,792,1380,567,567,-105,0,162
30601258@N03,9509754012_cfa8420a6c_o.jpg,2,"(25, 32)",m,0,0,1222,960,-115,30,101
16166376@N00,11117825644_35748666f5_o.jpg,355,"(25, 32)",f,1443,1592,300,299,165,30,135
63153065@N07,9503725455_c536cdd521_o.jpg,259,"(48, 53)",f,0,1326,517,643,190,-30,44
30601258@N03,11861480225_770e434a7b_o.jpg,1,"(25, 32)",f,1950,796,823,823,0,30,163
113528649@N08,11760580914_69dabdb5f5_o.jpg,333,"(8, 12)",f,809,967,612,612,-85,0,126
62501130@N02,11298579003_c6b1074c0c_o.jpg,97,"(0, 2)",f,844,1220,670,670,-5,0,71
30601258@N03,10161472134_4141902cc4_o.jpg,1,"(25, 32)",f,1064,1649,497,497,175,15,62
45666944@N00,11843176994_e17a431ea3_o.jpg,407,"(4, 6)",m,1837,959,516,516,10,0,123
20254529@N04,11509388664_27f6f552ef_o.jpg,14,"(4, 6)",f,407,47,488,488,-70,0,71
37303189@N08,8278611574_63fc051941_o.jpg,84,"(0, 2)",m,368,301,820,820,10,-45,14
62501130@N02,11399317516_d463150f18_o.jpg,97,"(0, 2)",f,678,1515,275,274,-5,0,72
30601258@N03,10424595844_1009c687e4_o.jpg,4,"(38, 43)",f,1912,905,1224,1224,155,0,64
63153065@N07,11233907953_d976698cbb_o.jpg,233,"(25, 32)",f,910,1094,1185,1186,175,30,92
30601258@N03,10399716146_f643bf78fa_o.jpg,2,"(25, 32)",m,238,0,620,498,-75,0,9
29671106@N00,11192916406_3288dd6c8f_o.jpg,194,"(4, 6)",f,1652,1335,300,300,180,0,69
9017386@N06,10771056403_0488c32ecd_o.jpg,207,"(4, 6)",m,1880,867,421,420,0,45,29
37303189@N08,9660818530_193770f694_o.jpg,84,"(0, 2)",m,46,988,790,790,-105,0,126
10406201@N05,8579887621_b504b15e60_o.jpg,266,"(38, 43)",m,0,103,651,689,10,-15,51
31040257@N06,11853423295_132849921e_o.jpg,359,"(25, 32)",f,957,1020,472,471,-95,0,82
9017386@N06,10770684434_d85338d851_o.jpg,216,"(48, 53)",m,801,525,300,300,-5,0,79
63153065@N07,11051666663_2d0dd6b0ca_o.jpg,246,"(25, 32)",m,1767,945,306,306,-10,0,106
37303189@N08,11924001255_29405aff12_o.jpg,84,"(0, 2)",m,7,0,1575,1565,-15,0,26
39411334@N02,11043019123_7bc8e4882c_o.jpg,413,"(25, 32)",f,734,221,733,733,-15,-30,161
62501130@N02,11305704915_c5319b90c9_o.jpg,97,"(0, 2)",f,1641,674,338,338,-5,0,49
30601258@N03,10975415704_b5b1dcea68_o.jpg,2,"(25, 32)",m,191,196,664,664,-100,0,69
30601258@N03,11862420696_7371999e55_o.jpg,2,"(25, 32)",m,0,153,657,689,15,0,52
10241064@N08,8314731033_f30146664a_o.jpg,392,"(38, 43)",f,2631,827,542,542,10,15,87
62501130@N02,11305705375_1b3263c3b3_o.jpg,98,"(48, 53)",f,1832,924,306,306,20,0,64
45666944@N00,11843074433_e68089e56d_o.jpg,406,"(38, 43)",f,398,401,1530,1530,0,-45,46
7648211@N03,9538411310_2aa75cd049_o.jpg,457,"(48, 53)",f,290,274,650,650,5,0,144
113804525@N05,11846341943_a2591f20b9_o.jpg,321,3,m,1998,1134,389,389,-15,0,21
63153065@N07,9159755416_3e8c5cab3d_o.jpg,238,"(60, 100)",f,691,1428,274,274,195,30,70
20254529@N04,9404682598_6e36c4ae08_o.jpg,18,"(25, 32)",m,571,0,608,456,0,0,63
29671106@N00,9199703119_e4a453e72e_o.jpg,204,"(38, 43)",f,1694,1595,478,478,180,0,113
10113099@N03,12039041473_29c24c0ab3_o.jpg,449,"(38, 43)",m,315,71,645,685,-5,0,42
30601258@N03,11727252755_2e344ec999_o.jpg,2,"(25, 32)",m,519,647,1524,1523,-75,-30,68
62501130@N02,11286012743_733f1c1aba_o.jpg,97,"(0, 2)",f,1311,1129,542,542,15,0,114
113804525@N05,11847409243_d87944a9d0_o.jpg,323,"(25, 32)",m,441,817,810,810,-80,45,25
39411334@N02,11042828595_456dd18983_o.jpg,413,"(25, 32)",f,1077,1157,555,554,-5,-30,58
29671106@N00,11192935686_ced2c71871_o.jpg,193,"(4, 6)",m,2679,1158,286,287,170,45,32
31040257@N06,9729643460_33cb9c1595_o.jpg,357,"(25, 32)",m,0,0,763,876,10,0,7
115152228@N06,12076094985_1f32d67996_o.jpg,453,"(25, 32)",m,482,502,918,918,-95,0,19
20254529@N04,9981723524_af35397e97_o.jpg,14,"(4, 6)",f,572,1016,384,385,-10,0,92
29671106@N00,11192889285_5e23fd3dd4_o.jpg,187,"(8, 12)",f,1383,1711,300,300,170,0,152
34158582@N02,9629067343_580ceea3d9_o.jpg,402,"(38, 43)",f,490,406,607,554,180,0,86
62501130@N02,11399423625_69928fc3a7_o.jpg,97,"(0, 2)",f,322,58,576,577,0,0,94
30601258@N03,11097060086_97c5a74b7d_o.jpg,2,"(25, 32)",m,129,176,660,661,-95,0,112
39411334@N02,11043288563_4863205a7c_o.jpg,413,"(25, 32)",f,0,506,606,636,5,0,54
39411334@N02,11043451425_37d539658c_o.jpg,413,"(25, 32)",f,57,47,712,712,-115,30,5
62501130@N02,11298554463_ab4544662e_o.jpg,97,"(0, 2)",f,1077,589,1479,1479,15,0,113
10406201@N05,8292990463_54e584705c_o.jpg,266,"(38, 43)",m,1290,1233,836,835,5,0,131
113804525@N05,11847520264_751dc364cb_o.jpg,320,"(25, 32)",f,2432,961,274,274,0,0,109
20272804@N04,9837828374_1d7c1298e8_o.jpg,341,"(48, 53)",m,468,657,1016,1016,0,-15,19
29671106@N00,11192889285_5e23fd3dd4_o.jpg,194,"(4, 6)",f,1604,1402,281,281,195,0,120
37303189@N08,8772386983_e8ca4bdb0b_o.jpg,84,"(0, 2)",m,895,731,746,746,-85,0,42
10044155@N06,10742842176_c74e541f5b_o.jpg,150,"(38, 43)",m,734,618,459,459,0,0,50
63153065@N07,11922057534_745df832bb_o.jpg,235,"(25, 32)",f,551,1217,491,491,-105,0,57
113705978@N06,11837734323_b3a7fc9be5_o.jpg,375,"(25, 32)",m,119,863,427,427,0,0,9
37303189@N08,8520279996_6427188b50_o.jpg,84,"(0, 2)",m,427,913,726,726,-95,0,78
9017386@N06,10770324545_ff266072f4_o.jpg,205,"(4, 6)",m,0,508,600,650,0,0,55
30601258@N03,11727849366_1283a01132_o.jpg,3,"(25, 32)",m,2091,1112,841,841,175,0,49
30601258@N03,10795352956_5d07570fce_o.jpg,5,"(25, 32)",f,216,368,1409,1409,-95,0,110
113705978@N06,11837850264_f7707d7ed0_o.jpg,379,13,m,1027,588,842,841,-5,0,51
30601258@N03,9710096523_d4d40b88a7_o.jpg,5,"(25, 32)",f,313,260,652,652,-100,-30,96
63153065@N07,11233805055_e68ebff25d_o.jpg,234,"(60, 100)",m,800,551,535,535,-90,0,38
113528649@N08,11777191783_bef7a6438a_o.jpg,335,"(4, 6)",m,341,58,939,902,-115,15,23
20272804@N04,9832392893_5ec0de6d32_o.jpg,339,"(38, 43)",f,1173,1354,1173,1173,10,0,86
30601258@N03,10941877764_e2cd5c8f74_o.jpg,7,"(25, 32)",f,871,255,1135,1134,-90,0,30
34158582@N02,8719383233_0fe59fc3de_o.jpg,403,"(4, 6)",m,642,326,561,561,-20,15,43
113528649@N08,11777308434_e08b6f01a2_o.jpg,335,"(4, 6)",m,712,921,943,943,200,0,60
30601258@N03,11624618793_d3da5f88f3_o.jpg,2,"(25, 32)",m,15,224,769,736,-80,0,21
30601258@N03,9734371230_a8b4d7f6ef_o.jpg,2,"(25, 32)",m,715,401,1536,1537,10,0,58
10406201@N05,10268400186_462eaa6dd8_o.jpg,264,"(38, 43)",m,75,219,729,728,5,0,28
30601258@N03,9731068591_f8e582793c_o.jpg,2,"(25, 32)",m,136,120,757,757,-90,0,73
30601258@N03,11861466665_82ea096241_o.jpg,9,"(25, 32)",m,610,310,746,746,10,-15,69
62501130@N02,11309949515_963c8ebe6c_o.jpg,122,"(38, 43)",f,1633,1260,242,242,-5,-15,115
113705978@N06,11811453644_08c9bb9100_o.jpg,385,"(38, 43)",m,1377,111,1364,1364,-10,0,73
20272804@N04,9838211315_ebb3f8f101_o.jpg,339,"(38, 43)",f,436,351,260,260,10,0,166
113804525@N05,11847028453_a53d0e3681_o.jpg,327,"(25, 32)",m,564,524,618,618,0,0,42
30601258@N03,11045881764_a8dbb902e0_o.jpg,4,"(38, 43)",f,1485,779,548,548,10,0,74
20254529@N04,9403174137_e20da81c41_o.jpg,18,"(25, 32)",m,328,602,502,502,5,0,54
20254529@N04,9405975792_eed1f0b744_o.jpg,28,"(25, 32)",m,1582,1314,580,580,190,0,95
20254529@N04,9402955099_e880cbb88f_o.jpg,18,"(25, 32)",m,329,125,588,668,-15,30,84
29671106@N00,11192889285_5e23fd3dd4_o.jpg,197,"(8, 12)",m,768,1859,299,300,170,30,129
62501130@N02,11298623523_c8572b1941_o.jpg,97,"(0, 2)",f,1313,693,816,816,5,30,61
29671106@N00,11192913354_9b4deea81d_o.jpg,192,"(8, 12)",f,1794,1522,332,331,175,0,57
30601258@N03,10204495076_6635702017_o.jpg,2,"(25, 32)",m,159,38,928,922,-90,0,82
62501130@N02,11310147874_486a6bbf46_o.jpg,97,"(0, 2)",f,1745,895,459,459,0,0,68
113804525@N05,11846471864_f13866bfda_o.jpg,320,"(25, 32)",f,1031,1137,261,262,-5,0,91
30601258@N03,11861802473_d239d9609e_o.jpg,2,"(25, 32)",m,48,258,657,656,15,0,66
63153065@N07,11921821723_41052b73b3_o.jpg,230,"(25, 32)",m,168,1122,867,867,-80,0,81
30601258@N03,10795421174_ce1b5f9e72_o.jpg,2,"(25, 32)",m,197,156,768,768,-110,30,88
29671106@N00,9058731221_4dd5b43eff_o.jpg,189,"(38, 43)",f,487,643,1033,1033,-95,0,94
16166376@N00,8780198724_e465fb258c_o.jpg,356,"(4, 6)",f,472,884,160,160,-5,0,134
45666944@N00,11842163345_7c1b2b16bf_o.jpg,409,"(4, 6)",f,894,347,918,918,20,-15,50
30601258@N03,11861923344_55b1f54ff0_o.jpg,2,"(25, 32)",m,328,207,632,640,-5,0,90
10406201@N05,11160805544_1b628d5926_o.jpg,266,"(38, 43)",m,2075,933,586,587,-10,15,173
20272804@N04,9827102113_843dc79e29_o.jpg,337,"(48, 53)",m,962,426,436,437,-5,0,43
20254529@N04,11528262635_fa876b08ca_o.jpg,18,"(25, 32)",m,412,0,768,608,-90,0,130
30601258@N03,9094517905_e75d2127f3_o.jpg,5,"(25, 32)",f,1198,404,944,944,-5,0,95
20254529@N04,9404699772_0b824280f4_o.jpg,16,"(60, 100)",f,870,1027,242,243,-100,15,78
62501130@N02,11286014633_15d47786db_o.jpg,97,"(0, 2)",f,1303,1247,657,657,5,0,32
113528649@N08,11760372343_ea03ae371f_o.jpg,335,"(4, 6)",m,1498,664,491,491,180,0,69
37303189@N08,8520265288_a82d87fa53_o.jpg,84,"(0, 2)",m,506,766,937,937,-100,0,48
30601258@N03,11727437553_c76dbc5128_o.jpg,2,"(25, 32)",m,1926,1278,957,956,-100,0,74
10044155@N06,11345590826_553eae07dc_o.jpg,157,"(38, 43)",m,1022,129,164,164,5,0,9
20254529@N04,9403737319_30f3ab6d3b_o.jpg,14,"(4, 6)",f,153,0,924,899,-80,0,75
113804525@N05,11846014335_43a7cbba4b_o.jpg,320,"(25, 32)",f,1260,1593,491,491,-90,0,41
113528649@N08,11760872416_1f203505a2_o.jpg,333,"(8, 12)",f,1494,1522,466,465,170,0,123
37303189@N08,8583801511_6aaa085c90_o.jpg,84,"(0, 2)",m,229,889,1269,1268,-85,0,33
63153065@N07,11922036084_4a787a6509_o.jpg,235,"(25, 32)",f,1622,1531,465,465,170,0,47
37303189@N08,9660805770_706af05e78_o.jpg,84,"(0, 2)",m,932,647,580,580,-105,0,23
68825596@N05,11594412606_70416e1379_o.jpg,308,"(15, 20)",f,214,57,296,296,-95,15,74
62501130@N02,11399454603_e86eb83e9f_o.jpg,100,"(25, 32)",f,994,1278,497,497,-10,0,41
63153065@N07,11922050014_600761222d_o.jpg,235,"(25, 32)",f,344,4,1938,1938,-100,0,31
10044155@N06,11345554614_b4907f8f02_o.jpg,145,"(38, 43)",m,1949,490,497,498,5,0,121
10044155@N06,11331364744_bf16856562_o.jpg,139,"(38, 43)",m,1394,682,332,331,15,0,25
7380406@N04,10370613133_80a4d50b84_o.jpg,444,"(25, 32)",f,2368,368,896,899,-5,0,59
68825596@N05,11594258224_7bac26cd22_o.jpg,290,"(15, 20)",f,0,122,897,838,-115,30,76
9017386@N06,8667608182_543ee07fa0_o.jpg,210,"(0, 2)",m,834,415,372,372,0,15,106
30601258@N03,11231972195_ccd84c4a2b_o.jpg,5,"(25, 32)",f,836,884,427,427,-95,0,71
10044155@N06,11345586926_27c45583a9_o.jpg,137,"(48, 53)",m,977,786,436,437,190,0,56
16166376@N00,11117757454_b215715fce_o.jpg,355,"(25, 32)",f,957,1117,606,605,-95,0,142
113528649@N08,11777697926_67eeb44dfd_o.jpg,335,"(4, 6)",m,1683,618,510,510,-5,30,155
113984426@N05,11868180186_ea91d2fda5_o.jpg,470,"(15, 20)",f,1238,651,797,797,-80,0,27
9017386@N06,10770826545_28eecb473f_o.jpg,214,"(38, 43)",f,1267,680,312,312,10,0,73
113804525@N05,11845966495_288f085829_o.jpg,330,"(25, 32)",f,1694,870,242,242,-5,0,92
62501130@N02,11399434346_915bd758a4_o.jpg,98,"(48, 53)",f,1729,683,580,580,15,0,66
30601258@N03,10287414266_d6aa845721_o.jpg,2,"(25, 32)",m,115,305,640,640,-90,15,127
37303189@N08,9657251529_6b9b24b144_o.jpg,84,"(0, 2)",m,189,857,810,810,-105,30,99
7380406@N04,9497097935_fe76252e5f_o.jpg,434,"(8, 12)",m,436,1010,281,280,-5,0,85
62501130@N02,11305826843_a507fc9d96_o.jpg,97,"(0, 2)",f,1212,865,504,504,15,0,68
31040257@N06,11854417986_d87c8beda7_o.jpg,357,"(25, 32)",m,1045,454,319,318,-90,0,140
20254529@N04,11533745035_05d4cb5eda_o.jpg,13,"(25, 32)",f,1831,771,382,382,-10,30,88
29671106@N00,8084101274_af9a4118f9_o.jpg,189,"(38, 43)",f,338,377,612,613,-20,45,34
30601258@N03,9096734982_fe46322f92_o.jpg,8,"(25, 32)",m,723,1461,797,797,-90,0,94
30601258@N03,11705373665_ce52661568_o.jpg,2,"(25, 32)",m,398,356,1198,1199,-95,0,96
63153065@N07,11922001634_ef74d7f48f_o.jpg,235,"(25, 32)",f,919,1310,255,255,175,30,32
45666944@N00,11842749855_c34d04038d_o.jpg,410,"(4, 6)",m,1187,1142,663,663,15,-45,12
10044155@N06,11343971404_f52e899ab1_o.jpg,140,"(38, 43)",m,439,1378,415,414,-90,0,56
7411850@N04,11098536056_b8f250b5f7_o.jpg,464,"(25, 32)",f,592,792,485,484,10,0,94
37303189@N08,10394998723_3718ec5a6d_o.jpg,84,"(0, 2)",m,827,835,599,599,-90,0,14
10044155@N06,11343758975_04c1067ca8_o.jpg,140,"(38, 43)",m,972,1292,446,446,-90,0,82
30601258@N03,11518645314_ae17025287_o.jpg,2,"(25, 32)",m,113,0,880,821,-95,0,26
37303189@N08,8710948089_21706ac270_o.jpg,84,"(0, 2)",m,62,22,744,745,-70,0,39
37303189@N08,9233112649_b4f20d0c4a_o.jpg,84,"(0, 2)",m,1595,530,727,727,180,0,48
37303189@N08,9302394931_ff7245819d_o.jpg,84,"(0, 2)",m,696,1171,982,982,180,0,148
62501130@N02,11399442456_61a564d52f_o.jpg,97,"(0, 2)",f,183,562,1498,1498,10,0,85
63153065@N07,11937954523_51695e5827_o.jpg,241,"(25, 32)",m,363,655,406,406,170,0,41
20254529@N04,9931491295_1f8846dabe_o.jpg,14,"(4, 6)",f,548,366,733,733,10,0,108
30601258@N03,11141248473_c7439a799a_o.jpg,2,"(25, 32)",m,1952,723,580,580,-5,30,107
30601258@N03,8748603924_4a65ab8c06_o.jpg,8,"(25, 32)",m,138,128,660,660,-10,0,85
9017386@N06,10770684434_d85338d851_o.jpg,218,"(25, 32)",f,474,604,287,286,-10,0,66
62501130@N02,11305719716_af541b56bb_o.jpg,99,"(25, 32)",m,1499,1032,408,408,-10,0,104
29671106@N00,9058764529_a137a18f90_o.jpg,188,"(38, 43)",m,1974,333,644,643,5,0,117
30601258@N03,11137789085_a082ebb64d_o.jpg,2,"(25, 32)",m,157,168,729,728,-90,0,44
30601258@N03,9921382773_99dd53ae10_o.jpg,1,"(25, 32)",f,326,278,778,778,-90,30,170
62501130@N02,11285948334_ab71517fee_o.jpg,97,"(0, 2)",f,0,417,505,580,10,0,30
9017386@N06,11094514464_5a03503758_o.jpg,207,"(4, 6)",m,1636,326,829,829,-25,30,92
20254529@N04,9404663146_8b4e485eec_o.jpg,22,"(60, 100)",m,1313,506,542,542,15,15,49
62501130@N02,11309390123_b528f405e2_o.jpg,97,"(0, 2)",f,1326,219,1759,1760,15,0,32
30601258@N03,9432384372_37a3959dc4_o.jpg,2,"(25, 32)",m,354,64,664,665,-100,30,47
30601258@N03,10034743796_55690c9aea_o.jpg,9,"(25, 32)",m,600,1176,816,816,-80,0,76
30601258@N03,10438591253_1e5b6bc1ca_o.jpg,1,"(25, 32)",f,150,492,588,468,-95,30,40
113984426@N05,11868721086_3cf2774c7e_o.jpg,470,"(15, 20)",f,1412,1996,490,452,-80,15,35
10044155@N06,11345646293_9f2d7cae38_o.jpg,140,"(38, 43)",m,2049,363,465,465,0,0,69
10354155@N05,11937378465_6a8e2140e3_o.jpg,419,"(38, 43)",m,1182,1785,434,433,-110,0,130
63153065@N07,11851407885_acb4826057_o.jpg,232,"(25, 32)",m,908,969,701,701,180,30,51
31040257@N06,11853457465_6ffe99860e_o.jpg,359,"(25, 32)",f,600,1627,338,338,-70,0,70
63153065@N07,9157540215_3ee2d0405d_o.jpg,243,"(60, 100)",f,1483,1584,243,242,190,0,18
31040257@N06,9726405271_c49771a1b5_o.jpg,359,"(25, 32)",f,0,589,648,691,10,0,33
113528649@N08,11764824966_9a85a00837_o.jpg,335,"(4, 6)",m,846,1410,682,682,-5,0,115
30601258@N03,10189241674_f8a01b39a8_o.jpg,5,"(25, 32)",f,466,725,861,860,175,30,123
63153065@N07,9449069447_8caa575a38_o.jpg,237,"(60, 100)",m,1188,567,389,389,-5,30,28
63153065@N07,11634214216_a1822cdbfe_o.jpg,252,"(38, 43)",m,1206,1133,529,529,-100,0,89
20254529@N04,11509438696_47a1f6e15b_o.jpg,14,"(4, 6)",f,676,102,520,520,200,0,80
10406201@N05,11160749275_4dc137d18d_o.jpg,268,"(48, 53)",f,1020,922,490,491,5,0,179
10044155@N06,11331249165_77589fb6dc_o.jpg,145,"(38, 43)",m,986,798,242,242,20,0,94
20254529@N04,11516025275_e082965e1a_o.jpg,13,"(25, 32)",f,0,433,506,527,-15,15,39
37303189@N08,8583795667_c21c70b5bf_o.jpg,84,"(0, 2)",m,237,253,1594,1594,-85,0,67
30601258@N03,9505485134_362d1f7860_o.jpg,7,"(25, 32)",f,1490,1114,943,943,180,0,65
29671106@N00,9202461154_110239aa60_o.jpg,196,"(38, 43)",m,1340,411,350,350,-10,0,42
113528649@N08,11770178296_df3b3fdeeb_o.jpg,333,"(8, 12)",f,1180,803,377,376,-80,0,142
10406201@N05,11265958456_c43986722e_o.jpg,264,"(38, 43)",m,1455,943,637,638,5,0,44
30601258@N03,11861466665_82ea096241_o.jpg,2,"(25, 32)",m,1125,436,688,689,-5,0,119
20254529@N04,9404471778_4bfa9dd636_o.jpg,14,"(4, 6)",f,1075,1171,244,244,-10,0,127
16166376@N00,11117757454_b215715fce_o.jpg,354,"(25, 32)",m,600,1340,835,835,-70,0,113
20254529@N04,9405969988_4f752dedc6_o.jpg,14,"(4, 6)",f,924,932,523,523,-90,0,153
29671106@N00,11192887164_eb6b29b00e_o.jpg,193,"(4, 6)",m,2671,1314,299,300,165,0,74
20254529@N04,9405946154_81b96e6d8c_o.jpg,18,"(25, 32)",m,371,30,592,593,-100,0,153
113528649@N08,11760933546_3bd27080de_o.jpg,335,"(4, 6)",m,854,1265,688,688,-5,0,112
63153065@N07,11233815374_2a1e251838_o.jpg,234,"(60, 100)",m,531,341,579,579,-90,0,64
62501130@N02,11285869985_a905826a8e_o.jpg,97,"(0, 2)",f,0,439,489,600,-20,15,22
31040257@N06,11855057743_5bdf1bc9f2_o.jpg,359,"(25, 32)",f,803,1714,312,313,-80,0,98
7380406@N04,11499609016_fbfb12cf87_o.jpg,438,"(25, 32)",m,191,256,1345,1345,-10,0,89
10044155@N06,11331320526_f8635e254e_o.jpg,145,"(38, 43)",m,1533,833,242,242,0,0,84
113528649@N08,11777711886_466afe1191_o.jpg,336,"(38, 43)",m,1222,132,1007,1007,-20,0,162
29671106@N00,11192913786_a447ea6560_o.jpg,192,"(8, 12)",f,1871,1577,325,325,175,0,37
113804525@N05,11846306953_001a9a361b_o.jpg,320,"(25, 32)",f,1056,1561,517,517,-85,0,30
10406201@N05,9540300449_1f9cea5edb_o.jpg,262,"(38, 43)",f,600,1416,689,689,15,0,56
30601258@N03,11227343606_b8cf727dcf_o.jpg,2,"(25, 32)",m,90,139,704,704,-90,0,27
30601258@N03,11341799026_b033f15e40_o.jpg,2,"(25, 32)",m,56,0,952,932,-85,0,78
10406201@N05,10401565345_4d65bc21cf_o.jpg,265,"(8, 12)",m,1590,503,714,714,0,0,108
63153065@N07,9211154743_aeb673cb2b_o.jpg,235,"(25, 32)",f,562,795,548,548,-90,45,52
63153065@N07,11921870433_637d4d9a95_o.jpg,233,"(25, 32)",f,533,957,561,561,-85,30,60
9017386@N06,10770684434_d85338d851_o.jpg,217,"(38, 43)",m,1520,465,300,300,-10,0,99
29671106@N00,9199722273_73bae44e66_o.jpg,196,"(38, 43)",m,956,1595,389,389,180,30,104
68825596@N05,11593669475_68cae3ba43_o.jpg,290,"(15, 20)",f,659,639,504,503,-75,0,71
16166376@N00,8773637661_573e295ba8_o.jpg,356,"(4, 6)",f,536,1173,260,260,-10,0,107
113705978@N06,11811976696_771de4eb1d_o.jpg,385,"(38, 43)",m,721,780,867,867,-80,0,71
20272804@N04,9827385583_ea31a34655_o.jpg,337,"(48, 53)",m,925,1131,485,485,-5,0,114
30601258@N03,9507004979_d78e8e076e_o.jpg,2,"(25, 32)",m,1904,1679,523,523,185,0,78
10406201@N05,9546141245_77f365b1ca_o.jpg,275,"(8, 12)",f,1050,925,567,568,5,0,147
113804525@N05,11848094536_bd94c6a19e_o.jpg,324,"(60, 100)",m,1485,256,899,899,-5,0,76
